revision id, username, article size after edit (bytes),change in article size from edit (bytes), time of edit (seconds from first edit),time since last edit (seconds), URL to view diff, comments associated with edit,,,,,,,,,,,,,,,,,
619617547,Doc James,87880,-144,382901337,226,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619617547&oldid=619617247,shortened,,,,,,,,,,,,,,,,,
619618028,98.246.249.178,87880,0,382901688,351,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619618028&oldid=619617547,/* Signs and symptoms */,,,,,,,,,,,,,,,,,
619618175,Doc James,87500,-380,382901806,118,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619618175&oldid=619618028,/* Prevention */ wording,,,,,,,,,,,,,,,,,
619618532,Doc James,87502,2,382902099,293,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619618532&oldid=619618175,fixed,,,,,,,,,,,,,,,,,
619618917,Doc James,87511,9,382902442,343,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619618917&oldid=619618532,/* 2014 outbreak */formatted,,,,,,,,,,,,,,,,,
619619021,Milo03,87512,1,382902530,88,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619619021&oldid=619618917,Update link,,,,,,,,,,,,,,,,,
619619077,Doc James,87314,-198,382902583,53,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619619077&oldid=619619021,/* Treatment */ reduced repitition,,,,,,,,,,,,,,,,,
619619137,98.184.88.55,87315,1,382902632,49,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619619137&oldid=619619077,/* 2014 outbreak */,,,,,,,,,,,,,,,,,
619619444,87.86.20.201,87315,0,382902895,263,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619619444&oldid=619619137,/* Epidemiology */,,,,,,,,,,,,,,,,,
619620286,Factsearch,87759,444,382903535,640,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619620286&oldid=619619444,/* 2014 outbreak */ updated sub-section,,,,,,,,,,,,,,,,,
619620444,Factsearch,87751,-8,382903669,134,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619620444&oldid=619620286,/* 2014 outbreak */ corrected text,,,,,,,,,,,,,,,,,
619621293,208.54.4.210,87759,8,382904380,711,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619621293&oldid=619620444,/* Transmission */,,,,,,,,,,,,,,,,,
619621911,Doc James,87751,-8,382904904,524,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619621911&oldid=619621293,Reverted 1 edit by [[Special:Contributions/208.54.4.210|208.54.4.210]] ([[User talk:208.54.4.210|talk]]) to last revision by Factsearch. ([[WP:TW|TW]]),,,,,,,,,,,,,,,,,
619622533,69.112.80.194,87750,-1,382905392,488,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619622533&oldid=619621911,/* Epidemiology */ removed period to be consistent with others in the ltable,,,,,,,,,,,,,,,,,
619622859,99.103.32.213,87751,1,382905651,259,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619622859&oldid=619622533,/* 2014 outbreak */ punctuation,,,,,,,,,,,,,,,,,
619622947,Doc James,87833,82,382905717,66,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619622947&oldid=619622859,/* Transmission */ added,,,,,,,,,,,,,,,,,
619623522,Dwade64,87832,-1,382906215,498,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619623522&oldid=619622947,Removed superfluous plural,,,,,,,,,,,,,,,,,
619623589,Doc James,87521,-311,382906275,60,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619623589&oldid=619623522,/* Transmission */ added,,,,,,,,,,,,,,,,,
619623815,Doc James,87698,177,382906464,189,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619623815&oldid=619623589,/* Transmission */ added ref,,,,,,,,,,,,,,,,,
619624066,Doc James,87534,-164,382906642,178,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619624066&oldid=619623815,/* Transmission */,,,,,,,,,,,,,,,,,
619624137,Doc James,87776,242,382906703,61,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619624137&oldid=619624066,added to lead,,,,,,,,,,,,,,,,,
619625437,Doc James,87792,16,382907753,1050,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619625437&oldid=619624137,/* Reservoir */ linked,,,,,,,,,,,,,,,,,
619629075,68.144.172.8,87780,-12,382910714,2961,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619629075&oldid=619625437,"there's no need for this ""as of"" nonsense - it doesn't exist yet", end of sentence. When it does, the article can be changed.,,,,,,,,,,,,,,,
619630736,31.165.255.7,87814,34,382912138,1424,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619630736&oldid=619629075,/* Virology */,,,,,,,,,,,,,,,,,
619635619,2601:9:4200:6B0:DC43:209:F111:1B36,87926,112,382916523,4385,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619635619&oldid=619630736,,,,,,,,,,,,,,,,,,
619635626,ClueBot NG,87814,-112,382916529,6,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619635626&oldid=619635619,Reverting possible vandalism by [[Special:Contributions/2601:9:4200:6B0:DC43:209:F111:1B36|2601:9:4200:6B0:DC43:209:F111:1B36]] to version by 31.165.255.7. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot...,,,,,,,,,,,,,,,,
619636070,2601:9:4200:6B0:DC43:209:F111:1B36,87931,117,382916953,424,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619636070&oldid=619635626,/* 2007 to 2011 */ Gave more information based upon vast knowledge of whats going on.,,,,,,,,,,,,,,,,,
619636288,Josh3580,87814,-117,382917140,187,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619636288&oldid=619636070,Reverted edits by [[Special:Contributions/2601:9:4200:6B0:DC43:209:F111:1B36|2601:9:4200:6B0:DC43:209:F111:1B36]] ([[User talk:2601:9:4200:6B0:DC43:209:F111:1B36|talk]]): nonconstructive edits ([[WP:HG|HG]]),,,,,,,,,,,,,,,,,
619650263,Otterthay,87815,1,382928437,11297,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619650263&oldid=619636288,"/* Behavioral changes */  ""where"""," not ""were"".  Minor typo.",,,,,,,,,,,,,,,,
619650697,24.197.151.163,87818,3,382928806,369,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619650697&oldid=619650263,/* 2014 outbreak */,,,,,,,,,,,,,,,,,
619652204,31.48.175.145,87826,8,382929762,956,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619652204&oldid=619650697,/* Bleeding */ better link perhaps,,,,,,,,,,,,,,,,,
619668846,74.184.9.187,87827,1,382942113,12351,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619668846&oldid=619652204,/* Behavioral changes */,,,,,,,,,,,,,,,,,
619673161,Gandydancer,87858,31,382944765,2652,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619673161&oldid=619668846,/* 2007 to 2011 */ update wording,,,,,,,,,,,,,,,,,
619677535,Gandydancer,87777,-81,382947361,2596,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619677535&oldid=619673161,/* 2007 to 2011 */ remove copy vio, correct information, provide working ref (edited with [[User:ProveIt_GT|ProveIt]]),,,,,,,,,,,,,,,
619685468,63.238.48.2,87772,-5,382951932,4571,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619685468&oldid=619677535,/* 2014 outbreak */,,,,,,,,,,,,,,,,,
619687442,CFCF,87777,5,382953000,1068,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619687442&oldid=619685468,Reverted to revision 619677535 by [[Special:Contributions/Gandydancer|Gandydancer]] ([[User talk:Gandydancer|talk]]): Slightly better. ([[WP:TW|TW]]),,,,,,,,,,,,,,,,,
619687666,CFCF,87801,24,382953126,126,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619687666&oldid=619687442,/* Bleeding */ link,,,,,,,,,,,,,,,,,
619700282,Doc James,87806,5,382959582,6456,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619700282&oldid=619687666,wording,,,,,,,,,,,,,,,,,
619709354,98.245.115.148,87840,34,382964291,4709,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619709354&oldid=619700282,/* Transmission */ (i.e. showing signs of infection) - for non medical people,,,,,,,,,,,,,,,,,
619714786,Doc James,87812,-28,382967212,2921,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619714786&oldid=619709354,simplfiied,,,,,,,,,,,,,,,,,
619715396,50.168.75.93,87834,22,382967531,319,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619715396&oldid=619714786,/* Prognosis */,,,,,,,,,,,,,,,,,
619720073,Wontsilence,89883,2049,382970063,2532,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619720073&oldid=619715396,/* 2014 outbreak */,,,,,,,,,,,,,,,,,
619720458,Wontsilence,89856,-27,382970286,223,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619720458&oldid=619720073,/* 2014 outbreak */,,,,,,,,,,,,,,,,,
619720868,199.85.73.12,89856,0,382970516,230,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619720868&oldid=619720458,"/* Prognosis */ spelling mistake corrected ""fpr"" to ""for""",,,,,,,,,,,,,,,,,
619721554,Wontsilence,89859,3,382970921,405,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619721554&oldid=619720868,/* 2014 outbreak */,,,,,,,,,,,,,,,,,
619723626,Wontsilence,90330,471,382972079,1158,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619723626&oldid=619721554,/* 2014 outbreak */,,,,,,,,,,,,,,,,,
619723792,Doc James,90598,268,382972166,87,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619723792&oldid=619723626,/* Other animals */ added,,,,,,,,,,,,,,,,,
619724239,Doc James,88102,-2496,382972408,242,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619724239&oldid=619723792,removed off topic info,,,,,,,,,,,,,,,,,
619726176,BatteryIncluded,88104,2,382973467,1059,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619726176&oldid=619724239,a year → per year.,,,,,,,,,,,,,,,,,
619730394,Doc James,87461,-643,382975688,2221,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619730394&oldid=619726176,/* Diagnosis */ updated with recent sources, simplified and EM microscopy is not easy :-),,,,,,,,,,,,,,,,
619730472,Doc James,87453,-8,382975731,43,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619730472&oldid=619730394,/* Diagnosis */ simplified,,,,,,,,,,,,,,,,,
619730573,Doc James,87461,8,382975784,53,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619730573&oldid=619730472,/* Diagnosis */,,,,,,,,,,,,,,,,,
619731443,Doc James,87155,-306,382976301,517,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619731443&oldid=619730573,/* Diagnosis */ summarized,,,,,,,,,,,,,,,,,
619732180,Doc James,87156,1,382976652,351,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619732180&oldid=619731443,/* Signs and symptoms */ wording,,,,,,,,,,,,,,,,,
619732588,Doc James,87486,330,382976881,229,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619732588&oldid=619732180,/* Prevention */ split sections,,,,,,,,,,,,,,,,,
619733817,Doc James,87540,54,382977657,776,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619733817&oldid=619732588,/* Quarantine */,,,,,,,,,,,,,,,,,
619735030,Doc James,87930,390,382978434,777,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619735030&oldid=619733817,/* Quarantine */ added,,,,,,,,,,,,,,,,,
619735349,Doc James,87941,11,382978635,201,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619735349&oldid=619735030,/* Quarantine */,,,,,,,,,,,,,,,,,
619735818,108.28.8.206,87965,24,382978931,296,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619735818&oldid=619735349,/* Vaccine */,,,,,,,,,,,,,,,,,
619736033,Doc James,88274,309,382979056,125,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619736033&oldid=619735818,/* Quarantine */ added,,,,,,,,,,,,,,,,,
619736131,Doc James,88276,2,382979135,79,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619736131&oldid=619736033,/* Quarantine */,,,,,,,,,,,,,,,,,
619736546,Doc James,88268,-8,382979424,289,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619736546&oldid=619736131,/* Diagnosis */ corrected,,,,,,,,,,,,,,,,,
619736617,Doc James,88258,-10,382979468,44,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619736617&oldid=619736546,/* Diagnosis */,,,,,,,,,,,,,,,,,
619736912,Doc James,88520,262,382979680,212,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619736912&oldid=619736617,/* Quarantine */,,,,,,,,,,,,,,,,,
619737406,Doc James,88349,-171,382979987,307,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619737406&oldid=619736912,/* Bleeding */ added ref,,,,,,,,,,,,,,,,,
619737508,Doc James,88359,10,382980043,56,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619737508&oldid=619737406,/* Behavioral changes */ entire body needs protection,,,,,,,,,,,,,,,,,
619738002,Doc James,87608,-751,382980327,284,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619738002&oldid=619737508,/* Recent research */ added review,,,,,,,,,,,,,,,,,
619738120,Doc James,87607,-1,382980409,82,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619738120&oldid=619738002,/* Recent research */,,,,,,,,,,,,,,,,,
619738418,Doc James,87738,131,382980582,173,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619738418&oldid=619738120,/* Behavioral changes */ added,,,,,,,,,,,,,,,,,
619738909,Doc James,86916,-822,382980889,307,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619738909&oldid=619738418,/* Recent research */ wording,,,,,,,,,,,,,,,,,
619739010,Doc James,87500,584,382980959,70,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619739010&oldid=619738909,/* Reservoir */ moved,,,,,,,,,,,,,,,,,
619740378,Doc James,85213,-2287,382981833,874,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619740378&oldid=619739010,on subpage,,,,,,,,,,,,,,,,,
619740641,Doc James,82596,-2617,382981997,164,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619740641&oldid=619740378,/* Epidemiology */ moving,,,,,,,,,,,,,,,,,
619740768,Doc James,83559,963,382982079,82,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619740768&oldid=619740641,/* History */ moving,,,,,,,,,,,,,,,,,
619740952,Doc James,85112,1553,382982186,107,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619740952&oldid=619740768,/* Other animals */ moved,,,,,,,,,,,,,,,,,
619741039,Doc James,85111,-1,382982234,48,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619741039&oldid=619740952,,,,,,,,,,,,,,,,,,
619741385,Doc James,85153,42,382982394,160,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619741385&oldid=619741039,simplified,,,,,,,,,,,,,,,,,
619742019,69.143.176.93,85152,-1,382982662,268,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619742019&oldid=619741385,/* Signs and symptoms */,,,,,,,,,,,,,,,,,
619744676,2A02:120B:7F6:B00:2515:3FE8:F0CD:5BAD,85116,-36,382983962,1300,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619744676&oldid=619742019,,,,,,,,,,,,,,,,,,
619744752,Lucas Thoms,85152,36,382983987,25,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619744752&oldid=619744676,Reverted edits by [[Special:Contributions/2A02:120B:7F6:B00:2515:3FE8:F0CD:5BAD|2A02:120B:7F6:B00:2515:3FE8:F0CD:5BAD]] ([[User talk:2A02:120B:7F6:B00:2515:3FE8:F0CD:5BAD|talk]]) ([[WP:HG|HG]]),,,,,,,,,,,,,,,,,
619744937,174.140.71.230,85152,0,382984079,92,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619744937&oldid=619744752,,,,,,,,,,,,,,,,,,
619744975,2manyJimmiesRustled,85149,-3,382984104,25,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619744975&oldid=619744937,,,,,,,,,,,,,,,,,,
619745055,NQ,85152,3,382984140,36,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619745055&oldid=619744975,Reverted 1 edit by [[Special:Contributions/2manyJimmiesRustled|2manyJimmiesRustled]] ([[User talk:2manyJimmiesRustled|talk]]) to last revision by 174.140.71.230. ([[WP:TW|tw]]),,,,,,,,,,,,,,,,,
619745162,NQ,85152,0,382984195,55,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619745162&oldid=619745055,Undid revision 619744937 by [[Special:Contributions/174.140.71.230|174.140.71.230]] ([[User talk:174.140.71.230|talk]]) rv/v,,,,,,,,,,,,,,,,,
619745193,75.114.253.77,85368,216,382984211,16,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619745193&oldid=619745162,,,,,,,,,,,,,,,,,,
619745369,NQ,85152,-216,382984302,91,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619745369&oldid=619745193,Reverted 1 edit by [[Special:Contributions/75.114.253.77|75.114.253.77]] ([[User talk:75.114.253.77|talk]]) to last revision by NQ. ([[WP:TW|tw]]),,,,,,,,,,,,,,,,,
619745516,50.89.169.160,85187,35,382984381,79,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619745516&oldid=619745369,,,,,,,,,,,,,,,,,,
619745529,Jab843,85152,-35,382984392,11,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619745529&oldid=619745516,Reverted edits by [[Special:Contributions/50.89.169.160|50.89.169.160]] ([[User talk:50.89.169.160|talk]]) ([[WP:HG|HG]]),,,,,,,,,,,,,,,,,
619746092,2602:301:77B2:5C50:E446:80F3:2122:6DF8,85197,45,382984666,274,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619746092&oldid=619745529,/* Signs and symptoms */,,,,,,,,,,,,,,,,,
619746134,Salvidrim!,85197,0,382984689,23,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619746134&oldid=619746092,Protected Ebola virus disease: Persistent [[WP:Vandalism|vandalism]] - 4chan business ([Edit=Allow only autoconfirmed users] (expires 12:36, 4 August 2014 (UTC))),,,,,,,,,,,,,,,,
619746144,Salvidrim!,85245,48,382984697,8,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619746144&oldid=619746134,Adding {{pp-vandalism}} ·,,,,,,,,,,,,,,,,,
619746297,NQ,85200,-45,382984785,88,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619746297&oldid=619746144,Undid revision 619746092 by [[Special:Contributions/2602:301:77B2:5C50:E446:80F3:2122:6DF8|2602:301:77B2:5C50:E446:80F3:2122:6DF8]] ([[User talk:2602:301:77B2:5C50:E446:80F3:2122:6DF8|talk]]) rv/v,,,,,,,,,,,,,,,,,
